[✅ 정답] 이미지 0: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2134: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2135: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2136: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2137: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2138: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2139: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2140: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2141: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2142: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2143: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2144: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2145: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2146: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2147: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2148: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2149: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2150: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2151: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2152: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2153: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2154: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2155: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2156: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2157: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2158: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 2159: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2160: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2161: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2162: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2163: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2164: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2165: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2166: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2167: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2168: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2169: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2170: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2171: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2172: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2173: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2174: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2175: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2176: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2177: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2178: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2179: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2180: 예측=텐트·타프, 실제=텐트·타프
[❌ 오답] 이미지 2181: 예측=가방·박스·웨건, 실제=냉·난방용품
[✅ 정답] 이미지 2182: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2183: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2184: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2185: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2186: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2187: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2188: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2189: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2190: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2191: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2192: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2193: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2194: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2195: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2196: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2197: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2198: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2199: 예측=전기·전자기기, 실제=전기·전자기기
[❌ 오답] 이미지 2200: 예측=화로대·버너, 실제=테이블·체어
[✅ 정답] 이미지 2201: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2202: 예측=전기·전자기기, 실제=전기·전자기기
[❌ 오답] 이미지 2203: 예측=전기·전자기기, 실제=식기·주방
[✅ 정답] 이미지 2204: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2205: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2206: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2207: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2208: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2209: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2210: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2211: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2212: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2213: 예측=전기·전자기기, 실제=전기·전자기기
[❌ 오답] 이미지 2214: 예측=전기·전자기기, 실제=공구·액세서리
[✅ 정답] 이미지 2215: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2216: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2217: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2218: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2219: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2220: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2221: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2222: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2223: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2224: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2225: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2226: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2227: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2228: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2229: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 2230: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2231: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2232: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2233: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2234: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2235: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2236: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2237: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2238: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2239: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[❌ 오답] 이미지 2240: 예측=가방·박스·웨건, 실제=테이블·체어
[✅ 정답] 이미지 2241: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2242: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2243: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2244: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2245: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 2246: 예측=랜턴, 실제=화로대·버너
[✅ 정답] 이미지 2247: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2248: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2249: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2250: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2251: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2252: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2253: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2254: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2255: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2256: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2257: 예측=랜턴, 실제=랜턴
[❌ 오답] 이미지 2258: 예측=화로대·버너, 실제=가방·박스·웨건
[✅ 정답] 이미지 2259: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2260: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2261: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[❌ 오답] 이미지 2262: 예측=화로대·버너, 실제=테이블·체어
[✅ 정답] 이미지 2263: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2264: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2265: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2266: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2267: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2268: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2269: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2270: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2271: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2272: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2273: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2274: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2275: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2276: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2277: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2278: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2279: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2280: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2281: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2282: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2283: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2284: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2285: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2286: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2287: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2288: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2289: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2290: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2291: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2292: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2293: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2294: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2295: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2296: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2297: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2298: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2299: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2300: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2301: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2302: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2303: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2304: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2305: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2306: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2307: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2308: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2309: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2310: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2311: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2312: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2313: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2314: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2315: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2316: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2317: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2318: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2319: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2320: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2321: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2322: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2323: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2324: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2325: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 2326: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2327: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2328: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2329: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2330: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2331: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2332: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2333: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2334: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2335: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2336: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2337: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2338: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2339: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2340: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2341: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2342: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2343: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2344: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2345: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 2346: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2347: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2348: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2349: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2350: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2351: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2352: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2353: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2354: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2355: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2356: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2357: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2358: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2359: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2360: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2361: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2362: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2363: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2364: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2365: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2366: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2367: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2368: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2369: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2370: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2371: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2372: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2373: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2374: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2375: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2376: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2377: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2378: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2379: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2380: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2381: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 2382: 예측=매트·침낭, 실제=냉·난방용품
[✅ 정답] 이미지 2383: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2384: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2385: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2386: 예측=테이블·체어, 실제=테이블·체어
[❌ 오답] 이미지 2387: 예측=테이블·체어, 실제=식기·주방
[✅ 정답] 이미지 2388: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2389: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2390: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2391: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2392: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2393: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2394: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2395: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2396: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2397: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2398: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2399: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2400: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2401: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2402: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2403: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2404: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 2405: 예측=가방·박스·웨건, 실제=식기·주방
[✅ 정답] 이미지 2406: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 2407: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2408: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2409: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2410: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2411: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2412: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2413: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2414: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2415: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2416: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2417: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2418: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2419: 예측=공구·액세서리, 실제=공구·액세서리
[❌ 오답] 이미지 2420: 예측=화로대·버너, 실제=식기·주방
[✅ 정답] 이미지 2421: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2422: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2423: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2424: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2425: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2426: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2427: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2428: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2429: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2430: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 2431: 예측=식기·주방, 실제=화로대·버너
[✅ 정답] 이미지 2432: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2433: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2434: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2435: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2436: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2437: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2438: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2439: 예측=테이블·체어, 실제=테이블·체어
[❌ 오답] 이미지 2440: 예측=매트·침낭, 실제=가방·박스·웨건
[✅ 정답] 이미지 2441: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2442: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2443: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2444: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2445: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2446: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2447: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2448: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2449: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2450: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2451: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2452: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2453: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 2454: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2455: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2456: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2457: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2458: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2459: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2460: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 2461: 예측=화로대·버너, 실제=전기·전자기기
[✅ 정답] 이미지 2462: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2463: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2464: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2465: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2466: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2467: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 2468: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2469: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2470: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2471: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2472: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2473: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2474: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 2475: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2476: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2477: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2478: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2479: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2480: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2481: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2482: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2483: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2484: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2485: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 2486: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2487: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2488: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2489: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2490: 예측=화로대·버너, 실제=화로대·버너
